X,Timestamp,ID,GENDER,AGE,DATE_OF_BIRTH,0TIO0LITY,COUNTRY_OF_RESIDENCE,ENGLISH_FIRST_LENGUAGE,IF_NOT_ENGLISH_SPECIFY,HIGHEST_LEVEL_EDUCATION,OCCUPATION,DOMI0NT_HAND,DO_YOU_DRIVE,CURRENTLY_LEARNING_DRIVE,CURRENTLY_HOLD_LEARNING_DRIVER_PERMIT,CURRENTLY_HOLD_FULL_DRIVING_LICENSE,RECEIVE_FULL_DRIVING_LICENSE,AGE_STARTED_DRIVING,AVERAGE_KM_MILEAGE_PER_YEAR,HAVE_PE0LTY_POINTS,PE0LTY_POINTS_FOR_WHAT,COLLISIONS_LAST_TWO_YEARS,HOW_MANY_COLLISIONS_LAST_TWO_YEARS,HOW_SERIOUS_COLLISIONS,FOR_HOW_MANY_WERE_CULPABLE,EVER_SMOKED,SMOKE_CURRENTLY,HOW_MANY_YEARS_SMOKING,HOW_MANY_CIGARETTES_PER_WEEK,EVER_DRANK_ALCOHOL,DRINK_CURRENTLY,HOW_MANY_YEARS_DRINKING,HOW_MUCH_UNITS_OF_ALCOHOL_PER_WEEK,PREVIOUSLY_DIAGNOSED_HEALTH_CONDITION_REQUIRING_SIGNIFICANT_LIFESTYLE_CHANGES.,CONSIDER_YOURSELF_RISKTAKER,DEAL_WITH_RISK_AND_UNCERTANTLY_DAILY_BASIS,Admitting.that.your.tastes.are.different.from.those.of.a.friend,Going.camping.in.the.wilderness,Betting.a.day.s.income.at.the.horse.races,Investing.10..of.your.annual.income.in.a.moderate.growth.mutual.fund,Drinking.heavily.at.a.social.function,Taking.some.questio0ble.deductions.on.your.income.tax.return,Disagreeing.with.an.authority.figure.on.a.major.issue,Betting.a.day.s.income.at.a.high.stake.poker.game,Having.an.affair.with.a.married.man.woman,Passing.off.someone.else.s.work.as.your.own,Going.down.a.ski.run.that.is.beyond.your.ability,Investing.5..of.your.annual.income.in.a.very.speculative.stock,Going.whitewater.rafting.at.hight.water.in.the.spring,Betting.a.day.s.income.on.the.outcome.of.a.sporting.event,Engaging.in.unprotected.sex,Revealing.a.friend.s.secret.to.someone.else,Driving.a.car.without.wearing.a.seat.belt,Investing.10..of.your.annual.income.in.a.new.business.venture,Taking.a.skydiving.class,Riding.a.motorcycle.without.a.helmet,Choosing.a.career.that.you.truly.enjoy.over.a.more.secure.one,Speaking.your.mind.about.an.unpopular.issue.in.a.meeting.at.work,Sunbathing.without.sunscreen,Bungee.jumping.off.a.tall.bridge,Piloting.a.small.plane,Walking.home.alone.at.night.in.an.unsafe.area.of.town,Moving.to.a.city.far.away.from.your.extended.family,Starting.a.new.career.in.your.mid.thirties,Leaving.your.young.children.alone.at.home.while.running.an.errand,Not.returning.a.wallet.you.found.that.contains....200,I.plan.tasks.carefully,I.do.things.without.thinking,I.make.up.my.mind.quickly,I.am.happy.go.lucky,I.don.t..pay.attention.,I.have..racing..thoughts,I.plan.trips.well.ahead.of.time,I.am.self.controlled,I.concentrate.easily,I.save.regularly,I..squirm..at.plays.or.lectures,I.am.a.careful.thinker,I.plan.for.job.security,I.say.things.without.thinking,I.like.to.think.about.complex.problems,I.change.jobs,I.act..on.impulse.,I.get.easily.bored.when.solving.thought.problems,I.act.on.the.spur.of.the.moment,I.am.a.steady.thinker,I.change.residences,I.buy.things.on.impulse,I.can.only.think.about.one.thing.at.a.time,I.change.hobbies,I.spend.or.charge.more.than.I.earn,I.often.have.extraneous.thoughts.when.thinking,I.am.more.interested.in.the.present.than.the.future,I.am.restless.at.the.theater.or.lectures,I.like.puzzles,I.am.future.oriented,BIS_Sum,BIS_Attention,BIS_Cog_Instability,BIS_Motor,BIS_Perseverance,BIS_self_control,BIS_Cog_Complexity,DOS_Ethical,DOS_Fin_Investment,DOS_Fin_Gambling,DOS_HealthSafety,DOS_Recreatio0l,DOS_Social,AGE_Precent_Smoking,AGE_Precent_Drinking
37,5/15/13 15:01,62753,Female,42,2/23/71,Irish,Ireland,Yes,0,Third Level (Honours degree),Civil Servant,Right handed,Yes,No,No,Yes,2000,30,21700,No,0,No,0,0,0,No,No,0,0,Yes,Yes,17,2,No,No,No,6,3,1,2,5,2,5,1,2,1,1,5,2,1,4,2,1,4,2,1,5,5,3,2,3,1,7,5,1,2,4,2,3,2,2,2,3,3,3,4,2,3,3,2,4,1,2,2,2,3,2,2,1,1,1,3,2,2,2,2,70,12,6,14,6,18,14,10,11,3,15,13,33,42,25
38,5/15/13 15:07,62743,Female,37,11/06/1975,Irish/American,Ireland,Yes,0,Third Level (Honours degree),Administrator,Left handed,Yes,No,No,Yes,1992,16,3000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,20,4,No,No,No,6,1,6,4,5,4,5,1,1,1,1,4,2,1,1,1,1,3,2,1,3,2,1,1,1,3,7,7,1,1,3,2,3,2,4,4,2,3,2,4,2,2,2,3,3,4,4,2,2,3,2,2,2,2,1,3,2,1,2,3,76,12,9,16,11,15,13,9,11,8,12,8,30,37,17
39,5/15/13 15:43,62737,Male,35,02/06/1977,Irish,Ireland,Yes,0,Fourth Level,Training and Development Officer,Right handed,Yes,Yes,Yes,No,0,12,0,No,0,No,0,0,0,No,No,0,0,Yes,Yes,20,10,No,Yes,Yes,6,3,7,3,7,5,5,1,3,2,5,7,1,7,5,2,1,7,1,7,1,1,3,5,2,2,2,6,6,7,3,3,2,3,2,3,3,3,2,2,2,2,2,3,2,1,3,2,2,3,4,2,2,3,3,3,3,3,3,2,76,12,9,18,9,16,12,25,17,15,25,17,21,35,15
40,5/15/13 15:58,62772,Female,27,12/17/85,Irish,Ireland,Yes,0,Third Level (Honours degree),Teacher,Right handed,Yes,No,No,Yes,2006,18,10000,No,0,Yes,1,not serious,1,No,No,0,0,Yes,Yes,10,6,No,No,No,5,2,1,1,5,5,1,1,1,3,2,2,3,1,3,4,2,1,5,2,6,2,2,1,1,6,5,5,1,3,3,2,1,3,2,2,4,3,3,2,2,3,4,2,1,2,2,3,2,3,3,2,3,2,1,3,2,1,2,3,71,11,7,13,11,19,10,17,4,3,20,14,24,27,17
41,5/15/13 16:10,46814,Male,27,07/04/1985,Irish,Ireland,Yes,0,Third Level (Honours degree),Engineer,Right handed,Yes,No,No,Yes,2008,22,15000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,11,12,No,Yes,Yes,6,7,7,1,6,7,5,1,7,7,6,6,7,1,7,2,1,7,5,1,2,1,1,7,5,6,6,7,1,6,4,3,4,4,2,3,4,2,1,4,2,3,4,2,3,4,3,4,4,4,1,4,3,3,1,4,0,4,4,2,0,13,10,23,10,19,0,30,14,9,22,37,27,27,16
42,5/16/13 15:06,62754,Male,37,03/07/1976,Irish,Ireland,Yes,0,Secondary (Inter/Junior Cert),Carpenter,Right handed,Yes,No,No,Yes,1998,0,10000,Yes,speeding,No,0,0,0,Yes,Yes,17,140,Yes,Yes,20,0,No,No,No,7,3,1,1,5,3,5,2,1,1,6,1,6,1,1,1,1,1,7,1,4,3,2,6,6,6,1,5,1,4,3,2,3,4,3,3,3,2,2,2,2,3,3,4,4,2,3,3,3,3,2,1,1,2,4,3,3,3,3,3,82,13,8,20,8,18,15,11,3,4,16,34,25,20,17
43,5/16/13 15:31,62769,Male,40,4/16/73,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Graphic Design,Right handed,Yes,Yes,No,Yes,2004,29,1000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,22,14,No,Yes,No,5,5,1,2,7,4,6,2,1,1,6,2,6,2,2,1,5,5,6,6,7,7,5,2,6,7,7,5,1,1,2,2,3,2,3,1,2,2,2,1,2,2,3,3,2,2,3,3,3,3,2,1,3,3,4,4,3,4,3,3,76,14,8,18,10,14,12,9,9,5,32,31,37,40,18
44,5/16/13 17:42,62768,Male,24,06/02/1988,Irish,Ireland,Yes,0,Third Level (Honours degree),Trainnee Solicitor,Left handed,0,No,No,Yes,2008,18,100,No,0,No,0,0,0,No,No,0,0,Yes,Yes,6,4,No,No,No,6,2,1,5,6,1,6,1,1,1,2,2,2,1,1,2,2,2,5,3,5,5,3,5,5,5,5,6,3,1,3,1,2,1,1,2,4,4,3,4,2,4,4,1,3,1,1,1,1,4,1,1,3,2,1,2,2,3,4,4,70,13,6,8,9,20,14,9,9,3,20,21,33,24,18
45,5/17/13 11:12,62767,Female,26,7/31/86,Irish,Ireland,Yes,0,Third Level (Honours degree),Vet,Left handed,Yes,No,No,Yes,0,18,0,No,0,Yes,1,"Not serious, no injuries, except for a wing mirror",1,No,No,0,0,Yes,Yes,8,3,No,No,No,6,7,3,2,2,2,5,1,1,2,5,1,7,1,1,2,1,1,5,1,7,5,3,2,6,3,6,2,1,2,3,3,2,4,3,3,4,2,2,2,2,3,3,2,3,1,2,2,2,2,3,1,3,2,3,2,2,3,3,3,75,12,7,17,10,17,12,10,4,5,11,32,31,26,18
46,5/17/13 11:17,62762,Female,46,09/05/1966,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),Actress,Right handed,Yes,Yes,No,Yes,1998,32,10000,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,31,7,Yes,Yes,Yes,7,2,5,2,1,7,5,2,2,1,3,1,3,3,3,1,5,2,1,7,6,6,1,2,7,2,6,3,2,2,3,2,3,4,1,1,1,2,4,2,4,4,1,2,4,2,3,2,2,4,1,2,2,2,2,4,4,3,1,2,74,16,7,18,7,13,13,15,5,10,19,18,33,46,15
47,5/17/13 11:32,62763,Female,36,10/11/1976,Irish,Ireland,Yes,0,Third Level (Honours degree),Teacher,Right handed,0,No,No,Yes,2005,27,10000,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,15,5,No,No,No,7,1,1,4,6,1,5,1,5,3,1,4,2,1,5,5,1,3,5,5,1,3,7,2,1,1,1,5,7,7,4,3,1,2,3,4,4,4,3,1,3,4,2,1,1,3,4,1,1,1,3,3,3,1,2,3,4,2,2,2,75,12,8,16,11,19,9,28,11,3,25,12,22,36,21
48,5/17/13 12:20,62760,Female,24,12/31/88,English,England,Yes,0,Fourth Level,A0lyst,0,Yes,No,No,Yes,2006,17,8000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,7,7.5,Yes,Yes,Yes,6,7,1,7,3,5,1,2,1,6,5,5,3,1,5,2,1,5,2,1,5,3,5,1,5,3,6,6,1,5,4,2,3,3,2,2,4,3,3,3,1,3,3,2,2,1,2,1,2,2,1,3,2,1,1,2,3,2,2,2,67,10,5,16,6,19,11,20,17,4,18,23,27,24,17
49,5/17/13 12:27,62781,Female,23,06/02/1991,French,France,No,French,Fourth Level,Psychologist,Left handed,0,No,No,Yes,2008,18,20000,Yes,speeding,Yes,1,Just Materials,1,No,No,0,0,Yes,Yes,0,0,No,No,No,5,1,1,2,2,1,4,2,1,1,3,1,1,2,2,1,1,2,1,3,4,1,1,1,6,3,6,2,2,2,3,3,2,2,1,1,4,4,3,4,2,2,4,3,2,3,2,3,2,2,2,3,2,1,3,1,4,2,2,3,75,10,3,17,10,20,15,8,5,5,12,13,22,23,23
50,5/17/13 12:32,62761,Female,21,10/20/91,Scottish,Scotland,Yes,0,Fourth Level,unemployed,Right handed,No,No,No,0,0,0,0,0,0,0,0,0,0,Yes,No,0,0,Yes,Yes,6,10,No,No,No,6,4,2,4,6,4,4,2,1,1,1,1,2,2,1,3,1,4,1,4,6,6,7,1,1,5,7,4,1,2,3,2,1,2,3,4,3,3,3,4,2,3,2,3,4,2,2,1,3,3,4,4,2,2,3,2,2,4,3,2,81,15,8,17,10,17,14,12,9,6,24,10,33,21,15
51,5/17/13 12:35,62775,Female,24,11/10/1988,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),Student,Right handed,Yes,No,No,Yes,2011,20,1000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,6,2,No,No,No,5,7,1,5,5,3,3,1,1,1,2,5,5,1,3,2,1,5,3,2,5,6,1,2,2,7,3,6,1,1,1,1,2,1,2,3,4,3,1,1,4,4,1,4,1,2,2,2,4,3,2,2,2,4,2,3,1,4,2,2,70,14,10,14,8,17,7,9,15,3,19,21,28,24,18
52,5/17/13 12:54,62765,Male,40,08/09/1972,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),Sales Ma0ger,Right handed,Yes,No,No,Yes,2011,29,20000,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,22,6,No,No,Yes,7,1,1,3,5,1,7,1,1,1,1,5,1,1,1,1,1,5,2,1,1,5,7,6,1,2,2,7,6,1,3,2,4,3,3,2,3,3,4,3,4,4,3,3,1,2,3,2,3,1,3,1,1,1,3,3,2,1,2,3,76,13,6,19,9,19,10,11,13,3,17,12,29,40,18
53,5/17/13 13:03,62764,Female,40,9/14/72,Irish,Ireland,Yes,0,Third Level (Honours degree),Stay at home Parent ,Right handed,0,No,No,Yes,2008,32,5000,0,0,No,0,0,0,No,No,0,0,Yes,Yes,20,4,No,No,Yes,7,1,1,5,5,1,6,1,1,1,1,6,1,1,5,1,1,3,5,1,7,7,5,5,6,1,6,7,1,1,2,2,4,4,2,3,2,3,3,3,1,2,4,1,4,2,2,1,2,4,1,2,1,3,1,3,1,2,4,4,73,12,9,17,8,14,13,6,14,3,18,19,40,40,20
54,5/17/13 13:37,62776,Female,24,12/12/1988,Irish,Ireland,Yes,0,Third Level (Honours degree),Student,Left handed,No,No,No,No,0,0,0,No,0,No,0,0,0,No,No,0,0,Yes,Yes,6,2,No,No,Yes,6,5,1,1,7,1,6,7,1,1,4,1,3,1,1,5,2,1,2,1,1,6,6,6,1,2,5,6,5,2,2,1,2,2,1,3,2,2,4,1,2,2,3,4,1,1,3,1,3,2,2,2,2,4,4,3,1,2,1,4,67,11,10,17,9,15,5,15,3,9,19,21,30,24,18
55,5/17/13 13:42,62777,Female,24,11/24/88,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),Student,Right handed,0,No,0,0,0,0,0,0,0,0,0,0,0,Yes,No,0,0,Yes,Yes,0.5,4,No,No,No,7,2,1,1,7,1,5,1,1,2,1,2,2,1,1,2,3,3,3,2,6,5,1,3,2,6,6,5,2,3,2,2,1,3,1,3,2,4,3,3,2,4,2,3,2,2,1,1,2,3,2,2,1,2,1,2,4,2,3,1,66,11,7,12,6,17,13,11,6,3,20,13,34,24,23.5
56,5/17/13 13:50,62779,Male,45,04/07/1964,Irish,Ireland,Yes,0,Fourth Level,Industrial Pharmacist,Right handed,Yes,No,No,Yes,1991,18,14500,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,30,6,No,Yes,Yes,7,6,4,7,3,2,7,3,2,2,6,7,7,3,6,2,2,6,6,2,2,7,5,6,6,7,2,1,1,2,3,2,3,2,2,2,3,3,3,3,2,3,3,2,3,2,2,2,2,3,2,2,2,2,1,2,2,3,2,2,70,13,6,14,8,17,12,11,20,10,25,37,26,45,15
57,5/17/13 14:05,62770,Female,31,7/25/82,New Zealander,Ireland,Yes,0,Secondary (Leaving Cert),Project Ma0ger,Right handed,Yes,No,No,Yes,2000,15,10000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,15,10,No,No,No,7,3,1,1,7,1,3,1,1,1,4,7,6,1,6,5,3,1,1,2,5,5,5,5,1,5,7,6,1,1,3,4,4,2,4,2,3,3,2,2,3,2,2,3,2,2,3,2,3,2,2,3,4,4,2,4,2,4,3,3,84,15,10,21,11,16,11,10,9,3,28,20,33,31,16
58,5/17/13 14:14,62773,Female,20,07/10/1992,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Student,Right handed,Yes,No,No,Yes,0,16,0,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,0,2,No,Yes,No,7,6,1,1,6,6,3,1,1,1,6,1,6,1,5,3,1,7,1,3,5,5,6,5,2,5,2,1,1,1,4,2,1,3,1,2,4,2,3,4,3,3,4,1,1,1,2,2,2,3,4,3,3,2,1,1,2,3,4,3,74,13,5,14,11,18,13,13,9,3,26,26,23,20,20
59,5/17/13 14:32,62774,Male,20,4/23/93,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Student,Right handed,0,No,No,Yes,0,17,0,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,3.5,10,No,No,No,6,5,1,2,5,1,5,1,1,1,1,1,3,5,1,2,3,1,7,7,3,1,1,2,1,1,1,1,1,1,3,2,2,4,4,1,3,4,1,1,4,3,2,4,3,3,1,2,4,3,3,1,3,1,3,2,1,1,3,3,75,13,4,17,12,19,10,7,4,7,18,19,17,20,16.5
60,5/17/13 14:41,62790,Male,29,7/25/84,French,Ireland,No,French,Third Level (Honours degree),Engineer,Right handed,Yes,No,No,Yes,2002,16,200,No,0,No,0,0,0,No,No,0,0,Yes,Yes,15,5,No,No,No,7,4,1,3,3,3,5,1,3,1,3,2,3,1,4,3,2,2,7,1,3,5,2,1,5,5,6,6,1,2,2,3,4,3,3,4,3,2,4,3,3,3,2,4,1,2,2,2,3,1,3,1,3,1,3,2,3,4,3,3,80,15,7,19,11,16,12,13,7,3,17,23,32,29,14
61,5/17/13 14:46,62789,Female,28,12/17/87,French,France,No,French,0,0,Right handed,Yes,No,Yes,Yes,2011,23,0,No,0,No,0,0,0,No,No,0,0,Yes,Yes,10,2,No,No,No,7,4,3,3,1,4,6,1,1,1,3,5,3,3,1,1,1,4,1,1,5,5,6,1,1,7,3,5,1,1,4,1,2,1,2,4,4,3,2,4,4,2,4,2,1,1,2,4,2,1,2,2,4,2,1,2,3,1,3,3,73,10,8,11,10,19,15,9,12,7,17,13,31,28,18
62,5/17/13 14:50,62788,Male,25,08/10/1987,French,Ireland,No,French,0,Employee,Right handed,Yes,No,No,Yes,2005,17,16000,No,0,No,0,0,0,No,0,0,0,Yes,Yes,0,6,No,No,Yes,7,7,4,6,4,2,7,3,1,3,5,5,3,2,1,4,1,5,1,2,7,6,4,2,4,2,7,7,2,6,4,2,3,3,2,3,4,3,4,3,3,4,3,3,4,3,3,4,4,3,2,2,2,3,2,1,1,2,1,1,82,14,7,19,8,21,13,18,16,9,14,22,41,25,25
63,5/17/13 14:56,55730,Male,19,2/13/93,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Student,Right handed,Yes,No,No,Yes,2011,17,20000,No,0,No,0,0,0,No,0,0,0,No,No,0,0,No,No,No,7,6,1,1,5,2,6,1,1,1,3,2,5,1,3,3,1,5,6,1,6,5,2,6,5,3,6,5,4,1,3,1,3,3,2,2,3,3,3,2,1,2,3,2,4,3,2,1,3,3,2,2,2,3,1,3,2,2,4,3,73,11,8,15,10,16,13,12,8,3,15,31,35,19,19
64,5/17/13 15:02,62786,Female,27,05/06/1986,Irish,Ireland,Yes,0,Fourth Level,Teacher,Right handed,Yes,No,No,Yes,2003,17,10000,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,12,8,No,No,No,6,6,2,5,6,1,2,2,1,4,2,1,1,2,1,4,2,7,4,2,5,5,2,1,7,3,7,3,6,1,3,3,2,2,3,4,4,4,2,4,3,3,3,2,3,2,2,3,3,3,3,3,2,3,1,3,3,3,4,3,86,14,10,16,10,19,17,17,13,6,16,21,28,27,15
65,5/17/13 15:35,62785,Male,28,06/09/1984,Irish,Ireland,0,0,Fourth Level,Teacher,Right handed,No,No,No,Yes,2008,23,15000,Yes,speeding,No,0,0,0,Yes,Yes,13,5,Yes,Yes,13,8 per week ,No,Yes,No,4,5,5,6,6,5,5,3,3,4,5,3,5,3,2,3,1,2,5,2,3,7,2,5,5,5,5,5,3,4,2,2,0,2,2,2,3,2,4,4,1,2,2,1,2,2,2,1,3,3,2,1,2,2,2,2,2,1,2,3,0,11,6,0,9,12,11,22,11,11,18,30,29,15,15
66,5/17/13 16:28,62778,Female,22,3/28/91,Irish,Ireland,Yes,0,"Primary, Secondary (Inter/Junior Cert), Secondary (Leaving Cert), Third Level (Cert/Diploma/General degree)",Student,Right handed,No,No,No,No,0,0,0,No,0,No,0,0,0,No,0,0,0,Yes,Yes,4,0.2,No,Yes,Yes,6,7,1,1,1,1,7,7,5,2,1,4,5,1,1,4,1,7,4,1,5,6,3,2,6,4,6,2,1,2,2,1,1,2,1,4,0,2,4,1,1,3,3,4,4,4,4,1,4,3,1,3,1,1,4,3,2,0,3,3,0,0,8,19,9,0,11,15,12,9,11,25,32,22,18
67,5/17/13 18:16,63092,Male,33,08/06/1979,Irish,Ireland,Yes,0,Fourth Level,Actuary,Left handed,Yes,No,No,Yes,2006,18,3000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,15.5,1,No,Yes,Yes,5,5,1,3,5,2,5,1,1,2,6,5,5,1,1,4,2,1,7,2,4,4,3,2,6,5,2,5,3,2,4,2,1,2,1,3,4,3,4,4,3,4,4,3,4,3,2,2,2,3,2,0,2,3,1,1,2,4,2,3,0,15,7,0,10,22,14,14,9,3,18,31,25,33,17.5
68,5/21/13 10:55,62783,Male,28,5/14/84,German,Ireland,No,German,Third Level (Honours degree),Operations and Marketing Ma0ger,Right handed,Yes,No,No,Yes,2004,17,0,Yes,speeding,No,0,0,0,No,No,0,0,Yes,Yes,12,8 per week ,No,Yes,No,6,2,7,6,5,2,6,7,6,1,5,6,7,4,1,7,6,4,4,3,2,6,7,4,7,7,7,2,2,2,4,2,3,1,1,3,3,2,2,1,2,2,2,3,3,4,2,2,4,3,4,1,3,1,3,2,1,3,2,2,71,11,6,16,13,16,9,20,16,18,29,29,29,28,16
69,5/21/13 11:04,62784,Male,23,12/12/1989,Irish,Ireland,No,Gaeigle,Fourth Level,Account Strategist,Right handed,No,No,No,No,0,21,0,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,7,7,No,No,Yes,6,2,6,7,6,1,6,1,1,1,7,7,7,2,1,1,2,7,6,7,6,5,7,6,1,6,1,1,1,1,2,4,3,1,1,2,3,1,2,1,4,1,4,1,2,3,3,3,3,4,2,1,4,1,1,2,4,4,2,3,72,15,5,16,12,12,12,6,21,9,29,29,25,23,16
70,5/21/13 11:18,62782,Male,25,6/29/87,French,France,No,French,Third Level (Cert/Diploma/General degree),Lightning Public's Technician,Left handed,No,No,No,No,2005,16,30000,Yes,phone,No,0,0,0,No,No,0,0,No,No,0,0,No,No,No,7,4,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,7,4,5,1,1,3,4,1,1,1,1,2,3,1,2,2,1,2,3,2,3,3,3,2,4,1,1,2,3,2,1,3,4,3,1,3,4,2,2,2,2,69,10,6,17,9,16,11,6,3,3,15,15,19,25,25
71,5/21/13 11:24,62713,Female,52,06/11/1960,Irish,Ireland,Yes,0,Third Level (Honours degree),Pharmisist,Right handed,Yes,No,No,Yes,1984,23,10000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,34,5,No,No,Yes,7,3,2,5,3,1,6,1,1,1,2,2,2,2,1,1,1,2,5,2,6,7,7,5,5,3,7,7,2,1,3,3,2,2,2,3,3,3,3,3,1,3,2,3,3,2,1,2,3,2,1,3,1,2,1,2,1,3,2,1,66,11,7,15,5,17,11,7,9,5,17,22,40,52,18
72,5/21/13 11:27,62717,Male,30,03/06/1983,Irish,England,Yes,0,Fourth Level,Researcher,Right handed,No,No,No,Yes,2010,23,100,No,0,No,0,0,0,No,0,0,0,0,0,0,0,0,0,0,7,5,1,5,3,1,5,1,1,2,1,7,1,1,1,1,1,5,5,1,7,5,5,4,3,6,7,6,3,1,2,4,3,2,3,3,2,3,3,4,2,2,3,2,4,3,2,1,2,3,4,2,2,3,1,1,3,2,4,4,79,13,7,16,13,14,16,9,17,3,17,19,37,30,30
73,5/21/13 11:30,62714,Male,55,2/23/56,Irish,Ireland,0,0,Third Level (Cert/Diploma/General degree),Dentist,Right handed,Yes,No,No,Yes,1976,16,10000,No,0,No,0,0,0,Yes,Yes,35,70,Yes,No,0,0,Yes,No,Yes,7,1,1,5,1,5,5,1,1,1,1,2,1,1,1,1,1,1,1,1,2,4,7,6,1,3,2,1,1,1,3,2,3,3,2,1,4,4,3,1,1,3,4,1,2,1,2,2,1,3,1,2,3,2,2,2,3,2,3,1,67,11,5,15,6,19,11,10,8,3,14,11,21,20,55
74,5/21/13 11:36,62715,Male,30,11/06/1982,Irish,Ireland,Yes,0,Fourth Level,Administrator,Right handed,Yes,No,No,Yes,2007,18,0,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,12.5,6,No,No,No,6,6,1,5,7,1,5,1,1,1,2,1,6,1,5,3,1,1,6,1,5,5,2,7,2,5,5,5,2,3,3,2,2,2,3,3,3,2,2,3,4,3,2,3,2,3,2,1,2,3,2,2,2,3,3,2,3,3,2,3,75,15,8,15,10,16,11,11,7,3,21,29,31,30,17.5
75,5/21/13 11:37,62716,Male,30,12/07/1982,Irish,Ireland,Yes,0,Third Level (Honours degree),Student,Right handed,Yes,No,No,Yes,2001,17,10000,No,0,No,0,0,0,No,0,0,0,Yes,Yes,12,6,No,No,No,7,3,1,5,6,1,5,1,1,1,7,1,5,1,4,5,1,1,6,1,7,5,1,7,3,6,2,2,2,1,3,2,3,3,2,2,2,2,3,2,2,2,3,2,4,3,3,2,2,3,1,2,2,2,3,2,2,4,4,3,75,14,6,18,9,14,14,11,7,3,19,31,28,30,18
76,5/21/13 11:44,62814,Female,22,6/13/90,Irish,Ireland,Yes,0,Third Level (Honours degree),Accountant,Right handed,Yes,Yes,Yes,No,0,22,0,No,0,No,0,0,0,No,No,0,0,Yes,Yes,5,7,No,Yes,No,7,3,5,6,7,4,7,5,4,7,6,7,5,2,7,5,1,7,6,1,7,6,1,5,5,6,1,5,5,6,1,3,4,3,2,1,2,2,1,4,2,2,4,4,4,4,0,2,4,3,4,4,2,3,3,2,3,1,4,2,0,9,6,0,12,15,17,31,20,12,23,30,33,22,17
77,5/21/13 11:49,45518,Female,45,04/11/1968,Irish,Ireland,Yes,0,Third Level (Honours degree),Health and Safety Officer,Right handed,Yes,No,No,Yes,1998,26,12000,No,0,No,0,0,0,No,0,0,0,Yes,Yes,20,2,Yes,Yes,Yes,6,5,1,2,3,2,5,1,1,1,1,2,1,1,2,2,4,1,5,1,5,6,5,5,3,5,5,5,1,1,4,2,3,3,1,2,4,4,3,2,1,4,4,4,1,4,2,3,2,2,3,1,3,1,1,2,3,3,1,4,77,10,5,14,14,24,10,8,5,3,20,20,32,45,25
78,5/21/13 11:51,62712,Male,38,5/31/74,Irish,Ireland,Yes,0,Fourth Level,Solicitor ,Right handed,Yes,No,No,Yes,2002,26,10000,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,20,20,No,No,Yes,7,1,1,7,7,1,7,5,2,1,1,1,1,1,4,1,1,1,4,1,4,7,3,3,1,6,1,5,1,4,4,2,2,2,2,3,3,3,3,3,1,3,3,4,2,4,2,2,3,2,2,3,1,1,2,3,1,1,3,3,73,9,7,16,10,20,11,10,9,7,22,11,31,38,18
79,5/21/13 12:00,62710,Male,26,2/18/87,American,USA,Yes,0,Third Level (Honours degree),Park Ranger,Right handed,Yes,No,No,Yes,0,16,12000,No,0,Yes,1,Fender Bender,1,No,No,0,0,Yes,Yes,6,5,No,Yes,Yes,5,7,2,7,3,3,5,3,5,2,5,3,7,3,3,5,3,3,7,3,7,6,5,7,6,6,7,6,4,2,2,2,3,3,2,3,2,2,2,2,3,2,4,3,2,3,2,3,2,3,3,2,3,1,4,2,3,2,2,2,74,12,6,18,11,15,12,21,13,8,23,39,36,26,20
